Cleantext,Target
this model based on simultaneous collection and analysis of both plasma and urine observations allowed for a full analysis of different paracetamol pathways which could not have been obtained using metabolite fractions measured in urine only,1
conjugated morphine was calculated as the differencebetween total and unconjugated morphine,0
additional studies will be needed to determine whether the increased renal clearance of digoxin is due to increased activity of pgp or oatps or both  volume  number   august   wwwnaturecomcpt articles methods subjects the study was approved by the university of washington institutional review board conducted in accordance with its guidelines and all subjects gave written informed consent,0
tang pc,0
similarly moise et al  observed a cordtomaternal ratio near unity about  h after a single mg oral dose,0
it is interesting that krauer et al  predict that the huge increase in filtration occurring in pregnancy will have a maior effect on the excretion of at least those drugs excreted unchanged in the urine,0
however maternal parameters cannot predict an infants capacity to metabolize medications and therefore probably will never be fully predictive of infants level of medication exposure,0
three tablets of sp each containing mg sulfadoxine and mg pyrimethamine were orally administered twice during the study once during pregnancy and once after the postpartum period,1
it has been confirmed that for many antibiotics such as ampicillin and piperacillin the pharmacokinetics alter and elimination is enhanced during pregnancy  ,1
no dosing or monitoring recommendations were dahlman et a studied  pregnant women with previous provided thromboembolic complications who received subcutaneous of the other lmwhs enoxparin and reviparin pharmaco ufh for thromboprophylaxis presence or absence ofaps was kinetics have been evaluated in pregnancy again no not denoted,0
fbf the percentage of breastfeeding reported by the mothers averaged    with  of  mothers breastfeeding exclusively,1
biol psychiatry  doijbiopsych   society of biological psychiatry table ,0
patient pharmacokineticparameters v ykg kl hr thrs c ykghr k hr f tt pp tt pp tt pp tt pp tt pp tt pp                                                                                                                       tt  third trimesterpp  postpartumv  volume of distributionk  elimination rate constant tl  halflifec clearancek  absorption rate constant f  bioavailability,1
thus considering that systemic clearances of labetalol isomers were not altered in the diabetic patients after intravenous administration table  higher bioavailability is most likely responsible for the altered oral clearance of labetalol isomers in our patients with gestational diabetes mellitus table ,1
g,0
all patients were at least  hours from the last enoxaparin dose except for  patient late in pregnancy,0
fletcher hm mitchell s simeon d frederick j brown d,0
proportional change in cl and distribution volume results in no change in ketorolac halflife as documented in this study,1
mean levels o in plasma in  nonpre women following a sin of  g,1
plasma concentrations means  sd versus time profile during early mid and late pregnancy as well as postpartum in women treated with  mg of metformin twice daily            earlypregnancy midpregnancy latepregnancy postpartum             earlypregnancy midpregnancy latepregnancy postpartum metforminapparentoralclearancemlmin creatinine clearance mlmin metforminapparentoralclearancemlmin metformin net secretion clearance mlmin a b r   p   r   p   fig ,1
blood samples were obtained at         and  minutes and later analyzed for plasma concentrations of misoprostol free acid the principle metabolite,1
in contrast philipson et al  found ratios of  and  after administration of an oral dose of clindamycin in women with gestational ages of  to  weeks during therapeutic abortions,1
we determined that ctx is significantly distributed into breast milk however it seems that patients receiving high dosages of ctx may safely breastfeed neonates,1
the gynaecological paticnts were of comparable age,1
the infant plasma citalopram desmethylcitalopram and didesmethylcitalopram concentrations were   and  of the maternal concentrations respectively table ii fig ,1
we acknowledge funding from the women and infants research foundation and wyeth australia pty ltd,0
between  february  and  february  all women from  weeks of gestation who needed antibiotic treatment with clindamycin were eligible for this study,1
in fact it is commonly used as the rstline tocolytic for women who have ptl,0
antidepressant treatmentconcentration of citalopram during a feed,0
headache was the most frequently reported event within the capsule loading dose  and during gits administration  p  ,0
data have been summarised as meansemean or range or median and interquartile range as appropriatehigh performance liquid chromatography following the addition of norclozapine  ng as an internal standard  ml aliquots of plasma were made alkaline results with  ml  wv sodium tetraborate ph  and the the mothers in the study were aged   and  yearsanalytes were extracted into  ml diethylether by shaking and weighed   and  kg respectively,0
changes in unbound drug in blood appear to be the main driver in the pharmacokinetic changes seen with tacrolimus during pregnancy,1
to date the registry has found neither an increased frequency of congenital anomalies nor a consistent pattern of the few malformations that have been reported among  fetuses exposed to acyclovir during any trimester of pregnancy furthermore there are no significant data to indicate that acyclovir is carcinogenic in human beings,0
due to the higher clearance of indomethacin observed during pregnancy four daily mg doses of the table  steadystate pharmacokinetic parameters of indomethacin for  pregnant subjects receiving mg oral doses of indomethacin every  h parameter mean  sd median cmax lgml     cave lgml     tmax h     aucss lghml     clfss lh     clfss lhkg     cmax maximum plasma drug concentration cave average steadystate drug concentration tmax time to cmax aucss area under the plasma concentration versus time curve at steady state over a h dosing interval clfss apparent steadystate oral clearance fig  comparison of cord blood and maternal concentrations of indomethacin at the time of delivery from ve motherchild pairs a concentrations of indomethacin in maternal and cord blood versus the time between the last dose of indomethacin and delivery b cord blood indomethacin concentrations z axis versus the interval between the last dose and delivery y axis and the number of consecutive days of indomethacin dosing prior to delivery x axis  e,1
the apparent blood halflife was  to  h mean  h,1
differences in the nifedipine plasma levels of  mgl median between the two groups were considered as clinically relevant ,1
the plasma ot concentrations reached had no relationship to the duration of administration of pitocin,0
creatinine clearance was calculated by crcl  volumeurine  creatinineurine creatinineserum ,0
depending on the clinical indication different uterine responses are desired from misoprostol,0
all patients recruited during pregnancy had received xed daily doses of uoxetine for a minimum of  weeks prior to delivery,1
open triangles   iukg open circles   iukg open squares  iukg,0
this may also explain why our estimated terminal elimination halflives  and  h for pregnant and nonpregnant participants respectively were longer than those in most previous studies range  to  h      ,1
systolic and diastolic blood pressures sbp and dbp were measured in the sitting position followed by the change in heart rate on exercise,0
a ml venous blood sample was taken for blood lm and baseline tests including hemoglobin and blood glucose haemocue angelholm sweden and an aliquot of plasma was  corresponding author,0
reported results reflect the mean of the two measured values,0
epilepsia   raven press ltd new york international league against epilepsy disposition of carbamazepine and phenytoin in pregnancy torbjorn tomson ulla lindbom britta ekqvist and anders sundqvist department of neurology siider hospital stockholm and department of clinical pharmacology huddinge university hospital huddinge sweden summary free and total plasma concentrations of phenytoin pht and carbamazepine cbz and its active metabolite carbamazepinelllepoxidecbze were determinedin a prospective study of  pregnant epileptic women,1
only the patient data sets containing data on blood concentrations from at least the last  sampling points ie   and  h were use to calculate halflife values,0
risler w,0
macfie mb chb bsc drcog fcanaes a,0
this study indicates that intravenously administered cefazolin like penicillin or ampicillin is rapidly transferred from the maternal circulation to the fetal and af compartments in concentrations that should offer outstanding antimicrobial efcacy,1
mcucca j andreozzi b,0
substitution of a single coefficient produced no deterioration in fit with the ofv declining by  even with the loss of a parameter,0
one of the hospitalized pregnant subjects was temporarily cared for in the intensive care unit subsequently improved and discharged from the hospital,0
stowe md,0
these results do not permit any conclusion with regard to plasma metabolite levels,0
peak breast milk concentrations of fluoxetine and norfluoxetine occurred approximately  hours postdose figures  and ,1
plasma was separated and stored at c or lower until shipment on dry ice to the central laboratory for analysis,0
received for bublication august   revised december   aed january  ,0
although the apparent volume of distribution might be altered during pregnancy the lower plasma concentrations seen at steady state when distribution is at equilibrium can be explained by an increased clearance only,1
both auc and cl as well as auc normalised for dose per bodyweight and cl normalised for bodyweight were similar in the two groups,1
the standard oral doses suggested for these indications are  mg once daily and  mg orally twice daily respectively,1
in agreement with our findings casele et al have shown that the pharmacokinetics of the low molecular weight heparin enoxaparin change during pregnancy with a lower area under the antixa activity curve found during pregnancy compared with the same women post partum ,1
it has been used to measure gastric emptying in labour delayed emptying occurred only in women who received opioids ,0
however untreated infections are known to significantly contribute to poor pregnancy outcome even when they are asymptomatic ,0
rytting et al aucss was determined using the loglinear trapezoidal rule,0
the metabolic ratio of the concentrations venlafaxine and odesmethylvenlafaxine changed signicantly during pregnancy p  ,1
hence the h sample routinely collected for blood tests after birth was also used for cefazolin concentration determination,0
preoperatively all women had an initial  gauge intravenous line iv placed for fluid administration and intraoperative resuscitation,0
b nonpregnant low infusion rate,0
the plasma concentrations of azi required to achieve cure are unknown as no efcacy trials have included these data,0
a guide toand glycosuria have also been reported in a  month old management,0
cefoxitin serum levels were about the same as those in nonpregnant women whereas moxalactam and ceftazidime serum levels were  percent lowerthan the expected level in normal women,1
we focused on the third trimester as drug disposition of antiretrovirals is thought to be most affected during this period because of the prominent physiological changes present,0
informed consent was obtained from each participant before entering the study,0
effects of pregnancy and acute malaria on sp pharmacokinetics to explore the effects of pregnancy and acute malaria on the pharmacokinetics of sp the relevant pharmacokinetic parameters in pregnant women taking sp for iptp and in nonpregnant women matched for sex age and weight treated with sp for acute malaria were compared,1
statistical methods the results are presented as the mean  the standard error of the mean sem,0
ten antiepileptic drugs including ltg can be analyzed with highperformance liquid chromatographygas chromatographicmass spectrometric assay in an extract from a punchout of the blood spot,0
enantioselective kinetic disposition of metoprolol met in a hypertensive parturient treated with a single oral dose of mg racemic metoprolol tartrate parameter rmet smet cmax ngml   tmax h   auc ng hml   mrt h   t  h   kel h    vdf lkg   clf lhkg   auc sr  cmax maximum plasma concentration tmax time to reach cmax auc  area under the plasma concentration versus time curve mrt mean residence time t elimination halflife kel elimination rate constant vdf apparent volume of distribution clf total apparent clearance,1
uterine contractility and induction of abortion in early pregnancy by misoprostol and mifepristone,0
there are currently no pharmacokinetic data available for this combination and thus further studies are warranted to support the use of this approach as a potential dosing strategy in pregnant women,0
a single maternal plasma sample and an umbilical cord sample after cord clamping were collected at delivery,1
clearly the inclusion of the ritonavir concentrations will yield a more pharmacologically accurate model but given that the model without including ritonavir concentrations provided accurate estimates we opted for the simpler model,0
w was a yearold black woman gravida  para  who was admitted near term with a blood pressure of ,0
measurement of tacrolimus and metabolite concentration gradients between the umbilical vein and artery can provide information on fetal metabolism of tacrolimus and its impact on fetal exposure ,0
the tablets were ingested with  ml of water,0
whereas clf and ka values did not change during the postpartum period clf   lh ka  h we observed a rapid decrease in vf from   l up to  days after the delivery to   l after the fourth day postpartum,1
however the analysis of the data using the unsteady model took this possibility into account and where necessary handled the consecutive doses as interacting ones fitted simultaneously to the appropriate equations,0
conclusion medical abortion using a combination of mifepristone and misoprostol is a useful alternative to surgical abortion in the early first trimester,1
blood samples were taken prior to the first daily dose at  h and then at     and  h postdose if these time points occurred within the dose interval,0
although large scale randomised trials have not been undertaken in pregnancy observational data indicates that lmwh is an effective alternative to unfractionated heparin for the prevention of venous thromboembolism in pregnancy  ,0
the concentration of cefazolin was then measured in maternal and umbilical cord plasma and in af in relation to the time when the infusion was initiated,0
assuming that theophylline distributes throughout tbw when not bound to protein in the intravascular and interstitial fluid spaces we found close agreement between expected and measured values of v in each of the four study periods,0
this report is unrelated to any of these studies and was not financially supported,0
the weight corrected plasma clearance was significantly faster during early than late pregnancy which may also reflect the pooling of blood in the fetomaternal unit,1
trough plasma samples and breast milk samples were collected from motherinfant pairs during pregnancy at delivery and up to  months after delivery in the fluoxetine group,1
the weight and bmi of women with a lpv auc exposure above or below  mcghrml were not significantly different,1
key words misoprostol  pharmacokinetics  sublingual  vaginal introduction misoprostol is widely used in obstetrics and gynaecology for medical abortion cervical priming and induction of labour who  elrefaey et al  elrefaey et al  ngai et al  ngai et al  ho et al  ashok et al ,0
changes in cypd activity in diabetes also do not contribute to the explanation of the plasma accumulation of this metabolite if we consider that in the present study the kinetic disposition of hydroxymetoprolol depending on cypd activity was not altered,1
laboratory of pharmacology and toxicology and herve fernandez md is an assistant professor of gynecology and obstetrics,0
typical population values interindividual variability cv for allometrically scaled maternal clearance and volume of distribution were  lh kg  and  l kg  giving a derived populationwide halflife of  hours,1
a prospective cohort study was designed to test this hypothesis,0
the auc after oral and vaginal administration were similar and they were only  and  of that after sublingual administration,1
key words misoprostoloralpharmacokineticssublingualvaginal introduction misoprostol is widely used in obstetrics and gynaecology for medical abortion cervical priming and induction of labour world health organization  elrefaey et al   ngai et al b  ho et al  ashok et al ,0
discussion this is the rst study describing the pharmacokinetics of atazanavir in pregnant women,0
antonius hospital nieuwegein the netherlands  division woman and child university hospitals leuven leuven and  department of anesthesiology university hospitals leuven leuven belgium correspondence professor karel allegaert md phd neonatal intensive care unit university hospitals leuven herestraat   leuven belgium,0
pregnancy,0
methyldopa dilantin  valium phenobarb,0
we recognize that metoprolol bioavailability is dose dependent in nonpregnant subjects for both er and ir formulations to our knowledge there are no published studies on nonlinear ryu et al,0
all  women were asked to obtain trough steadystate ltg serum concentration measurements at monthly intervals during pregnancy as part of the standard of care at the emory epilepsy center,1
pharmacokinetics of a novel oral slowrelease form of misoprostol,0
it is evident that pefloxacin levels in maternal serum are quite high and stable even  hours postdose whereas those of ciprofloxacin and november   the american journal of medicine volume  suppl a as symposiumon ciprofloxacin giamarellouetal table i maternal serum concenirations of ciprofloxacin pefloxacin and ofloxacin at indicated time intervals serumcoricentrationsat indicatedtimeml age years gestation age weeks  hours  hours  hours  hours ciprofloxacinn   mean k sd k  i a    t  t  pefloxacinn   mean  sd       i  i      ofloxacin n   mean t sd  i    a  k    t  table ii mean maternal serum and amniotic fluid concentrations of ciprofloxacin pefloxacin and ofloxacin at indicated iime intervals time hour maternal serum levels gml amniotic fluid levels ml ratiot pcent cipnoflyacini i i  t  n k     n  i     pefloxacins n nn  i  t    k  i  k    ii i ofloxacint n    t   n  n  mean t sd tamniotic fluid level maternal serum level,1
unbound drug is also more rapidly cleared from circulation,0
however a study of dalteparin use during pregnancy did not show a significant difference in antixa levels between early and late pregnancy ,1
the misoprostol tablet was not manufactured and developed for use by routes other than the oral route,0
increased metabolic clearance may therefore explain the decline in anticonvulsant concentrationss noncompliance is a significant problem for people with chronic illness,1
maximum concentration cmax and time to maximum concentration tmax were determined from the observed data,0
one had hoped to use the drug clinically but since diazepam has gained a bad reputation in this situation it was felt that some studies of plasma levels should first be done to see if there was any excessively high concentration which might adversely affect the pents,0
dam et al demonstrated that plasma clearance of three antiepileptic drugs phenytoin phenobarbitone and carbamazepine increase markedly during pregnancy,1
although both groups of investigators concluded that the distribution volume of theophylline increased with pregnancy the former inferred that elimination t also increased and elimination clearance was unchanged whereas the latter believed that elimination t was unchanged but elimination clearance was increased,1
auc for the women receiving nifedipine every  hours was ghl,1
steadystate plasma and milk concentrations of uoxetine and noruoxetine during pregnancy at delivery and after delivery after maternal intake of  to  mg of uoxetine once daily concentration fluoxetine noruoxetine active moiety uoxetine plus noruoxetine dddcorrected active moiety uoxetine plus noruoxetine maternal plasma concentration nmoll pregnancy  wk             delivery              d              d              wk              mo             infant plasma concentration nmoll delivery              d              d              wk              mo nd           milk concentration nmoll  d              wk              mo             data are mean  sd,1
h,0
withholding lithium therapy for  hours before delivery resulted in a  meqliter reduction in maternal lithium concentration,1
our data show that the drug is rapidly conjugated and excreted in the urine as both conjugated and unconjugated morphine,0
nitrendipine as internal standard was added to  ml of plasma samples,0
maternal apv concentrations were   fold above the mean apv proteinadjusted  inhibitory concentration for wildtype hiv,1
kim et al   br j clin pharmacol ,1
little is known however about the effect of pregnancy on the metabolism of ltg and oxc when used concomitantly,0
the pharmacokinetics generally were similar to those reported by tucker et al in healthy patients and patients with type  diabetes,1
clinical trials registration,0
raltegravir was well tolerated with grade  or  toxicities noted in four women including fever in one hypertension and shortness of breath in one gum pain and facescalp rash in one and elevated amylase drainage from the abdominal cesarean delivery incision uterine pain and vaginal bleeding in another,0
each patient was then studied three more times during the   frederiksen et al,0
in the tdm group three patients had a vaginal delivery and seven had caesarean sections three patients induced labour two failed the induction and had a caesarean section one had a caesarean delivery because of two or more previous caesarean sections three because of fetal distress and one because of absolute oligoamnios,0
the carrier gas was methane  ml min which also served as the reagent gas for the chemical ionization mass spectrometer,0
ctrough was reduced by  but exceeded the minimum ctrough target concentration,0
current strategies for tocolysis have been found to be inadequate to fully control this problem as many women progress in labor and deliver a premature infant despite tocolysis,0
camu md gepts e heytens l camu f,0
in accordance with khler et al  spinal anesthesia was administered with the parturient in the sitting position,0
concentrations of fluoxetine and norfluoxetine in breast milk ranged from  to  ngml and   ngml respectively,1
subjects and experimental methods ten women aged  years who developed hypertension during the last trimester of pregnancy and who were about to be commenced on labetalol for treatment of raised blood pressure received their first dose of drug as  mg given intravenously over  min,1
the rst peak eluted from chiralpak ad column corresponded to the rmetoprolol,0
the fetal response to atenolol is hard to predict based on maternal concentrations and maternal heart rates,0
although shortterm adverse effects in the infant from exposure through nursing were not reported in this cohort future studies that assess the potential longterm consequences are needed,0
adjusting for all potential confounding variables as well as for second and third trimester exposure to antidepressants paroxetine exposure during the first trimester of pregnancy did not significantly increase the risk of major congenital malformations or    ci    compared with the use of nonssri antidepressants table ,1
age at delivery years median range   raceethnicity n  white   black   other   smoking n    alcohol use n    truvada use n    treatment naive at start of pregnancy n    arv treatment duration before pregnancy months median range   concomitant arvs n  protease inhibitors    atazanavirr  darunavirr  lopinavirr  saquinavirr  fosamprenavirr nnrti    nevirapine  efavirenz raltegravir   rategravir  pi   maraviroc  pi   third trimester n   gestational age weeks median range   weight kg median range   hivrna undetectable  n       cd cell count cellsml median range   creatinine concentration mmoll median range   creatinine clearance cockcroft mlmin median range   postpartum n   time after delivery weeks median range   weight kg median range   hivrna undetectable  n       cd cell count cellsml median range   creatinine concentration mmoll median range   creatinine clearance cockcroft mlmin median range   pregnancy outcomes n   gestational age weeks median range   caesarean section n     unknown birth weight g median range   infant vl undetectable n a   arv antiretroviral nnrti nonnucleoside reverse transcriptase inhibitor pi protease inhibitor vl viral load a hivdna pcr test                meantenofovirconcmgl time after dosing h        time after dosing h mean tenofovir concentrations postpartum rd trimester postpartum rd trimester      meanemtricitabineconcmgl mean emtricitabine concentrations fig ,1
this suggests an increase in metabolism to  explain falling carbamazepine concentrations dam et al ,0
an evaluation of the potential exposure of the fetus to oseltamivir and oseltamivir carboxylate is also important,1
all rights reserved,0
drug assay drug concentrations in the different biological fluids and tissues were determined by highperformance liquid chromatographyhplcldcimiltonroy spectromonitor the instrument was equipped with a variable wavelength ultraviolet detector and reversedphase stainless steel columns hypersilods pm    mm for theanalysisof diazepam and a cnpropyl column  pm mm brownleelabs inc usaforthe analysisof oxazepamthe ultravioletdetectorwas set at  nm,0
hormone depletion in heparg cells or schh,0
the content is solely the responsibility of the authors and does not necessarily represent the ofcial views of the eunice kennedy shriver national institute of child health  human development or the national institutes of health,0
a paired t test indicated that maternal lithium concentrations at delivery were significantly lower than those during pregnancy mean difference  meqliter  confidence interval ci t  df p with a mean of  hours sd having elapsed since the last lithium dose when the delivery sample was collected,1
the division of aids daidsniaid toxicity table for grading severity of adult adverse experiences was used to report adverse events for study subjects all toxicities were followed through resolution,0
therefore intrauterine exposure of the fetus to bupropion should not be ruled out,0
twelve pregnancies in  women formed the basis of this study,0
comparison of mcr during pregnancy and postpartum,0
preliminary studies have shown that the complete abortion rate with  or  ag of sublingual misoprostol is comparable to that of vaginal misoprostol,1
five of the  women had their firstever seizure during one of the pregnancies included in the present study there were no unambiguous instances of gestational epilepsy in this subgroup,0
santinioliveira et al  aacasmorg antimicrobial agents and chemotherapy adherent to the treatment exhibited mean lpv cmin similar to those observed for pregnant women in thailand  united states  and united kingdom  table ,0
the elution order of pindolol enantiomers was obtained by the analysis of individual enantiomers previously separated and collected from the chiralpak ad column using hexaneethanoldiethylamine  vvv as the mobile phase as reported above,0
this was not a treatment protocol and all clinical decisions about a womans care were made by the treating provider,0
bup administration each pharmacokinetic session women received sl bup hcl  mg each maximum  mg day manufactured by reckittbenckiser healthcare uk limited hull england and matching placebo tablets totaling  tabletsday along with  ml placebo cherryflavored liquid under supervision of clinical staff,1
viral specimens were collected from the external genitalia and cervix for hsv culture and detection of hsv deoxyribonucleic acid by polymerase chain reaction,0
all the samples were collected in lithiumheparin tubes venojectr  spun at  rpm for  min and the plasma pipetted into sterile sample tubes venojectr ,0
discussion in all but subject  a marked decrease in the auc for metformin was seen in pregnancy the magnitude of which was in keeping with our hypothesis that the renal clearance of metformin would increase by  secondary to the pregnancy associated increase in gfr,1
the women in the uoxetine group were somewhat older compared with the control group but the difference did not reach statistical signicance p  ,0
all authors no reported conicts,0
pii s wwwelseviercomlocatebraindev  corresponding author,0
a hplc chromatogram of the eluted peaks of the standard compounds of bupropion and its metabolites are presented in figure a,0
blood pressure and heart rate were determined following  min quiet supine rest and after  min standing before drug administration and again at  min intervals until  h then at hourly intervals until  h following labetalol,0
hg resulted in a severe compromise of placental function,0
auc area under the curve for plasma concentration vs time clf total apparent clearance cmax maximum plasma concentration kel elimination rate constant mrt mean residence time t elimination halflife tmax time needed to reach cmax vf apparent distribution volume,0
the study excluded patients with preeclampsia or eclampsia patients with conditions that were lifethreatening for the foetus and patients with a previous history of diabetes hypertension or other serious disorders cardiovascular neurologic metabolic immunological infectious or oncologic diseases,1
the limited plasma protein binding studies that were possible in the present investigation also showed reduced plasma protein binding of phenytoin during the pregnancies,1
this is the most common method of using intravaginal misoprostol,0
these solutions were aliquoted and stored at  c until analysis,0
the roc curve was obtained by plotting truepositive versus falsepositive rates and examined for any threshold ratio to baseline with high sensitivity and specificity ,0
kilpatrick department of obstetrics and gynecology college of medicine university of illinois at chicago chicago il hyunyoung jeong department of pharmacy practice college of pharmacy university of illinois at chicago chicago il stacie geller department of obstetrics and gynecology college of medicine university of illinois at chicago chicago il kelly deyo department of pharmacy practice college of pharmacy university of illinois at chicago chicago il patricia a,0
median release rates of the five doses of misoprostol described as the dose per hour and as the percent of total dose per hour,0
pharmacokinetic parameters are proportional to the reservoir dose,0
as expected from t values considerable cft concentrations corresponding to samples prior to administration t   h were estimated,0
a standard curve made in saline was used,0
nanovskaya  xiaoming wang  daria i,0
in another study  cord blood concentrations were below the detectable threshold in  of  samples  of   nine of   four of six  and ve of six  for nelnavir m metabolite ritonavir indinavir and saquinavir respectively,1
vernikovskaya shannon m,0
concheiro et al reported bup and nbup concentrations up to  and up to  ngpatch respectively in sweat patches worn for  days from a bupmaintained opioiddependent woman receiving  mgday,1
fig ,0
therefore the aim of this investigation is to provide information on the disposition transplacental transfer distribution and metabolism of bupropion by the human placenta,0
for the likelihood ratio test on differences between two models the objective function value ofv with a prespecied level of signicance of a p value of  was used,0
therapy with sertraline had commenced a mean of  addition of    and  mg   of sertraline or ndesmethylsertraline respectively,0
primidonederived phenobarbitone plasma concentrations after delivery reached values twice as high as those obtained in early pregnancy,1
finally the simultaneous increase in cl and vss resulted in similar estimates for elimination halflife in both unpaired and paired analysis,1
the resistance of gbs to penicillins has not been reported but for clindamycin the proportion of resistant strains varies from  to    ,0
blesi rn st,0
all sample results were determined with the use of a standard curve generated with known criteria,0
impact of body weight and missed doses on lopinavir concentrations with standard and increased lopinavirritonavir doses during late pregnancy,0
the mechanism of mixed function oxidase induction during pregnancy is presumed to be hormonal with progestogens causing induction and oestrogens inhibition hunter ,0
results sublingual misoprostol achieved the highest serum peak concentration cmax    pgml of mpa and this was signicantly higher than those in the other groups oral    pgml p   vaginal    pgml p   and vaginal with water    pgml p  ,1
in the parturient group b n   the mean umbilical vein mecillinam concentration at the time of birth  h after the injection of the drug was    ug ml and the mean umbilical arterial concentration was    jig ml,1
parameter early pregnancy  weeks n  a mid pregnancy  weeks n   late pregnancy  weeks n   postpartum n   renal clearance mlmin       p      p      renal clearance mlminkg       p      p      secretion clearance mlmin       p      p      secretion clearance mlminkg       p      p      apparent oral clearance mlminb       ns    ns    apparent oral clearance mlminkgb       ns    ns    halflife h       p      ns    percent dose recovered in the urine unchanged b       ns    p      apparent oral volume of distribution litersb       ns    ns    apparent oral volume of distribution lkgb       ns    ns    creatinine clearance mlmin       p      p      ns not significant a because of the small number of subjects in early pregnancy statistical comparisons were not performed for this study day b a subject who was treated with extended release metformin during mid pregnancy but not postpartum was not included in the analysis                                                                 a renalclearancemlmin t pp t pp secretionclearancemlmin t b t apparentoralclearancemlmin c t ppt fig ,1
the variability in paracetamol elimination halflife was higher during pregnancy  vs  fold suggesting a greater variability in distribution volume in pregnancy,1
agneta philipson department of infectious diseases danderyd hospital s danderyd sweden in plasma and urine produced by a single iv and a single oral dose given to pregnant women and the levels produced by the same doses given to the same women after pregnancy,1
results pregnancy the citalopram dose of  to  mg once daily resulted in low maternal trough plasma concentrations of citalopram from  nmoll to  nmoll versus concentrations from  to  nmoll seen during clinical treatment with similar doses in women who were not pregnant and metabolites during pregnancy table ii,1
this hypothesis is supported by balis et al  who found that the iv and oral pharmacokinetics of ddi in  children aged  months to  years were not signicantly different from its pharmokinetics in adults except that bioavailability of ddi was lower by  for the formulation used in their study,1
sertraline andor its metabolites the underlying infant dose was calculated by two dierent methods,0
no adverse effects were seen in the infants during the present study,0
pharmacokinetics the mean plasma concentrationtime proles of darunavir in the third trimester and postpartum are presented by regimen in figure  summary statistics of the pharmacokinetic parameters are listed in table  for darunavir and in table s available as supplementary data at jac online for ritonavir,1
firstdose pharmacokinetic parameter estimates are summarized in table ii,1
iharmacokinetics of alfentanil in pregnant and nonpregnant patients group a group c parameters pregnant multicompartmental analysis ti mln  i   l  i  v iikg   i  vd   s f  vd i kg  i  vd l  t  ci ml  kg  min   i  ki niin    i  vd lkg  t  nonpregnant  t   t   t   t      t   t        noncompartmcntal analysis mri min  i   t   t   i vd l h      ci ml  kg  min i   f   t  vj llkg all vauti dw incan f  sty t t  tfor ahbrtviitionl levels could be accounted for by the lower levels of this plasma component in neonates fim ratio    mean t sd,1
wilcoxon signedrank test was used to compare pregnancy to postpartum since the data was not normally distributed,0
during the first  h after the infusion no or very little milk was produced,0
the women were caucasian caucasian nn hispanic  hispanic nn and and asian asian nn in good physical health in good physical health ranging in age from  to  years oldranging in age from  to  years old and on standard doses of antidepressantand on standard doses of antidepressant medication taken once daily for treatmentmedication taken once daily for treatment of major depression,0
the ratio of auc values for morphine codeine in plasma for this subject was ,1
the percentage increase in drug concentrations from delivery to the postnatal period was  and  for uoxetine and noruoxetine respectively,1
free theophylline f was calculated as a percentage from the equation                                    table ii,0
furthermore given that thus far cognitivebehavioral therapy does not seem to have a significant effect on the remission of depressive symptoms during pregnancy misri et al  and that women suffering from depression during pregnancy are at higher risk of postpartum depression heron et al  additional data on the risk of gestational exposure to paroxetine more specifically in relation to dosage are warranted,0
plasma concentrations of misoprostol acid released from a jig dose reservoir were higher than desired with substantial peaks in some subjects for this reason a jig dose was chosen as the highest to be tested,0
the concentrations of imipenem were determined microbiologically by the standard agar well diffusion method ,0
all nb progressed favourably during the postnatal period,0
begg and m,0
primigravid and secundigravid women were included if they had an uncomplicated singleton pregnancy of  weeks gestation as assessed by palpation by the midwives in the antenatal clinic and a hemoglobin level of  gdl,0
these values were independent of its concentration and were not significantly different from those observed for control placentas,0
american journal of therapeutics    papatsonis et al a minimum serum concentration of  ngml decreases blood pressure and increases heart rate this peak plasma concentration kleinbloesem et al found is similar to our data in which after capsule intake mean peak plasma concentration is    ngml range  to  ngml at    h,1
the eluent was collected in fractions of  ml and the content of hbupropion in each fraction was determined using a liquid scintillation spectrometer,0
cefazolin concentration was measured by highpressure liquid chromatography,0
ms,0
data are presented as mean  sd or n ,0
visual predictive check for lopinavir population pharmacokinetic models following a  mg of lopinavirritonavir twice daily and b  mg of lopinavirritonavir twice daily,1
cefazolin samples for a standard curve were prepared by dissolving and diluting analytical grade cefazolin in water to obtain the desired concentrations,0
in most participants uterine activity had begun to decline by  hours even though the pregnancy was still present in the uterus in all but  participants,0
when parameter estimates are compared across the three states there appears to be much higher betweensubject variation in estimated apparent oral clearance and distribution volume postpartum compared with during pregnancy,1
inuence of chronic renal failure on stereoselective metoprolol metabolism in hypertensive patients,0
mirochnick et al,0
pht disposition during pregnancy parameter baseline first trimester second trimester third trimester total plasma concentration pm  f   f   f     free fraction   l   t   t   f  apparent clearance     f   f     plasma clearance lhkg  f   f ib  f d  f d clearance unbound drug lhkg  t   f      t  free plasma concentration  p m a  f   f   f   f  values are mean f sd p   p  cp   and p significantly different from baseline lo weeks postpartum wilcoxon signedrank these data are reported separately in a companion publication tomson et al  test,1
the mean mp ratios discussion calculated from auc data for sertraline and ndesmethylsertraline were  and  respectively,1
two sweat patches were applied for  h from  h prior to medication to  h postdose and  to  h postdose and one for  h  h predose to  h postdose,0
the decreases observed were  and  per cent below control values for a mean decrease of  per cent,0
sublingual misoprostol having a similar tmax and a higher cmax when compared with oral misoprostol may have a better cervical priming effect,1
table  summarizes the estimated infant doses of v and odv as v equivalents,1
