Text,Target
"S_T_U_D_Y characteristics valacyclovir acyclovir (n = 10) (n = 10) significance S_T_U_D_Y (y)* 23 Ã”Ã¸Î© 4 23 Ã”Ã¸Î© 4 ns race (% black) 80 90 ns P_G multiparous (%) 100 80 ns primiparous (%) 0 20 weight (kg)* 76 Ã”Ã¸Î© 23 76 Ã”Ã¸Î© 20 ns height (cm)* 159 Ã”Ã¸Î© 3 161 Ã”Ã¸Î© 7 ns ns, not significant. *mean Ã”Ã¸Î© sd. the study S_T_U_D_Y had either genital hsv recurrence or asymptomatic viral shedding at delivery.",1
S_T_U_D_Y coefficients between P_K and biological and morphometric data were systematically determined by r,0
S_T_U_D_Y criteria involved any of the following conditions: (1) presence of uterine scar; (2) administrat,0
"S_T_U_D_Y criteria S_T_U_D_Y a history of allergies to the study drugs; ingestion of sulfacontaining or 4-aminoquinoline drugs during the previous month; presence of aids, as de?ned by the world health organization criteria for adults [11]; concomitant diseases, such as tuberculosis, or an infection requiring treatment with cotrimoxazole or other sulfa-containing drugs; a mixed malaria infection or a malaria infection due to a species other than plasmodium falciparum; p. falciparum parasitemia in the presence of documented fever (de?ned as an axillary temperature ?37.5?c); and the use of drugs other than folic acid and iron tablets during the period of blood sampling.",1
"S_T_U_D_Y criteria S_T_U_D_Y multiple P_G, documented intrauterine infection, congenital anomalies of the",0
"S_T_U_D_Y criteria S_T_U_D_Y patients who meet the criteria of classes iii/iv of the who classification of hiv-associated clinical disease, evidence of pre-existing fetal anomalies incompatible with life, active tuberculosis, and contra-indication to the use of lpv/r during P_G or at delivery.",1
S_T_U_D_Y criteria S_T_U_D_Y the need for antimicrobial therapy of any type (including any signs or sympto,0
"S_T_U_D_Y criteria S_T_U_D_Y women at least 18 years of S_T_U_D_Y, ability to give written informed consent, and receiving nifedipine as prescribed by the provider for preterm P_G tocolysis.",1
"S_T_U_D_Y criteria were a history of allergy to misoprostol, any signs of local infections, major medical",0
"S_T_U_D_Y criteria were as follows: concurrent use of medications known to interfere with the P_K, metabol",0
"S_T_U_D_Y criteria were cervical dilation >3 cm, fever (>37.5Ã”Ã¸Î©c), urinary tract infection (positive nitrite and microbiological culture), P_G, (threatened) abruption, placental abnormality, acute serious P_G disease, co-treatment with drugs known to interact with the pharmacokinetics of nifedipine through cytochrome p450 (cyp3a4), and participation in a clinical trial in the preceding month.",1
S_T_U_D_Y criteria were healthy women who were P_G for ?12 weeks.,1
"S_T_U_D_Y criteria were previous cesarean section, intraamniotic infection, hypertensive disease, or diabe",0
"S_T_U_D_Y criteria were singleton P_G, P_G S_T_U_D_Y >19.0 Ã”Ã¸Î© 35.0 weeks, threatened preterm labour, and tocolysis with nifedipine gits for Ã”Ã¸Î©5 days (Ã”Ã¸Î©loading dose of nifedipine 10 mg capsules, Ã”Ã¸Î©40 mg over 1 hour).",1
"S_T_U_D_Y criteria were undocumented methadone-positive urine, current dsm-iv alcohol abuse or dependence, self-reported benzodiazepine use more frequent than 7 times a month or once weekly, currently taking another axis i disorder medication, serious concurrent illness, previous diagnosis of preterm P_G, evidence of fetal malformation, and human immunodeficiency virus or sickle-cell trait positive tests28.",1
"S_T_U_D_Y criteria were: concurrent use of medications known to interfere with the P_K, metabolism or P_K",0
"S_T_U_D_Y criteria were: concurrent use of medications known to interfere with the P_K, metabolism or P_K of atazanavir or ritonavir, multiple P_G P_G, and clinical or laboratory toxicity that, in the opinion of the site investigator, would likely require a V_E_R_B in the medication regimen during the study.",1
"S_T_U_D_Y criteria were: concurrent use of medications known to interfere with the P_K, metabolism or P_K of raltegravir (carbamazepine, phenobarbital, phenytoin, rifampin, esomeprazole, lansoprazole, omeprazole, rabeprazole), multiple P_G, or clinical or laboratory toxicity that would likely require a V_E_R_B in the medication regimen during the study.",1
"S_T_U_D_Y criteria were: liver- or kidney-disease, or co-medication with carbamazepine, oxcarbazepine, phe",0
S_T_U_D_Y data of the S_T_U_D_Y studied s.lindeberg et al.: hydralazine - metoprolol interaction patient S_T_U_D_Y body maximum P_G P_G birth (years) weight blood S_T_U_D_Y S_T_U_D_Y at weight (g) (kg) pressure on study delivery and S_T_U_D_Y before occasion (completed treatment (completed weeks) (ramhg) weeks) 1 31 67 160/105 2 25 87 160/105 3 19 91 150/110 4 25 95 145/100 5 23 84 135/100 6 26 83 135/ 95 7 34 70 145/100 8 21 77 150/100 9 26 86 t50/110 10 40 63 165/t00 36 39 3490 (m) 36 39 3260 (m) 38 40 3800(f) 34 38 3350(m) 37 40 3430 (t0 35 39 4130 (f) 36 39 2950 (m) 36 38 3260 (m) 37 39 3060 (m) 33 38 2620 (f) had previously been regularly treated with any drugs.,1
S_T_U_D_Y entered the study at any time between the 12th week of P_G and 12 weeks P_G.,1
"S_T_U_D_Y for bublication august 16, 1994; revised december 14, 1994; a&e&d january 12, -1995.",0
"S_T_U_D_Y for publication dec 17, 2001; accepted march 14, 2002.",0
"S_T_U_D_Y for publication jan. 18, 1983; accepted feb. 8, 1983.",0
"S_T_U_D_Y for publication january 16, 2008; accepted april 3, 2008.",0
"S_T_U_D_Y for publication june 2, 1993; revised may 18, 1994; accepted may 31, 1994.",0
"S_T_U_D_Y for publication may 15, 1995; revised october 2, 1995; accepted october10, 1995.",0
"S_T_U_D_Y from the department of anesthesiology, flemish free university of brussels, brussels, belgium.",0
S_T_U_D_Y having at least one quantifiable labetalol plasma concentration with documented dosing and sampli,0
S_T_U_D_Y i.,0
S_T_U_D_Y i.,0
S_T_U_D_Y i.,0
S_T_U_D_Y i.,0
S_T_U_D_Y i.,0
S_T_U_D_Y i1 shows the penetration of 10 mg diazepam and 25 mg oxazepam from P_G serum to placental tissue and P_G.,1
S_T_U_D_Y ib shows at plateau the graph plotted from determinations of total and free ctx in both plasma and P_G of the patient.,1
S_T_U_D_Y ii demonstrates the percentage of patients with dose adjustments by anticonvulsant type.,0
S_T_U_D_Y ii.,0
S_T_U_D_Y ii.,0
S_T_U_D_Y iii description of major malformations exposed group (n = 108) comparison group 1 (n = 115) compa,0
S_T_U_D_Y iii.,0
S_T_U_D_Y in the V_E_R_B-dose arm showed V_E_R_B lpv/r exposure and a greater similarity in pharmacokinetics parameters during P_G and after delivery.,1
S_T_U_D_Y iv.,0
"S_T_U_D_Y july 1, 2003.",0
S_T_U_D_Y m.,0
"S_T_U_D_Y may be V_E_R_B during P_G, due to dilutional decreases in plasma protein P_K and competitive inhibition from corticosteroid hormones.12,13we have recently reported data describing lpv S_T_U_D_Y during P_G and P_G using samples from S_T_U_D_Y enrolling in this study and our previous study.14 lpv S_T_U_D_Y was V_E_R_B during P_G compared with P_G, resulting in a 17% V_E_R_B in the free fraction of lpv during the P_G.",1
S_T_U_D_Y meeting S_T_U_D_Y criteria who consented for enrollment were followed from their second or P_G (depending on week of P_G at study entry) through week 12 P_G.,1
"S_T_U_D_Y of cbz, cbz-e, and pht was measured by an ultrafiltration technique, for which an amicon centrif",0
"S_T_U_D_Y of patient variables, such as P_G S_T_U_D_Y, concomitant drug use, and pharmacogenetics, can hel",0
S_T_U_D_Y receiving the standard lpv/r dose and considered fig 2 mean plasma lpv concentration according t,0
S_T_U_D_Y remained afebrile when a prophylactic infusion was performed (12 cases).,0
"S_T_U_D_Y S_T_U_D_Y were P_G women S_T_U_D_Y in a randomized, double-blind, double-dummy, flexible dosing, parallel-group controlled study comparing methadone and bup for opiate addiction treatment during pregnancy28.",1
"S_T_U_D_Y we conducted a double-blinded randomized controlled trial at magee-womens hospital of upmc (pittsburgh, pennsylvania, usa) from august 2013 to april 2014.",1
S_T_U_D_Y were asked to avoid caffeine-containing foods and beverages for the 24 h before each study day an,0
S_T_U_D_Y were asked to fast for at least 4 h before and 2 h after beginning the oral pharmacokinetic study,0
S_T_U_D_Y were asked to fast from 0300 hours the morning of the study until 1 h post-dosing (approximately,0
S_T_U_D_Y were asked to return to the clinic at 6Ã”Ã¸Î©8 weeks after delivery at the mali and zambia sites.,0
"S_T_U_D_Y were assigned to one of these groups in a nonrandomized, nonconsecutive manner.",0
"S_T_U_D_Y were considered S_T_U_D_Y on medication use, comedication, smoking habits, intake of caffeine (e",0
S_T_U_D_Y were genotyped for cyp2d6 loss-of-function allelic variants.,0
S_T_U_D_Y were given diary cards for notation of any adverse medication effects or symptoms of hsv recurren,0
"S_T_U_D_Y were S_T_U_D_Y for S_T_U_D_Y if they were at least 18 years of S_T_U_D_Y, had an uncomplicated t",0
"S_T_U_D_Y were S_T_U_D_Y for uncontrolled thyroid disease, severe anemia, ethanol or illicit drug use, ren",0
S_T_U_D_Y were stable on the arv regimen for at least 2 weeks before P_K sampling.,0
"S_T_U_D_Y were volunteering outpatients, and only patients with a history of good compliance were S_T_U_D_",0
S_T_U_D_Y who S_T_U_D_Y vaginal moistened misoprostol had a V_E_R_B level of drug exposure when they achieved sustained uterine activity.,1
S_T_U_D_Y whose metabolic ratios were V_E_R_B than 1.5 were considered to be poor S_T_U_D_Y (pm) and S_T_U_D_Y whose values were V_E_R_B than 1.5 were considered to be extensive S_T_U_D_Y (em) [28].,1
"S_T_U_D_Y, materials, and methods S_T_U_D_Y.",1
S_T_U_D_Y: 7 february 2006; accepted: 28 april 2006.,0
s-(Ã”Ã¸Î©)-met).,0
"s-ketorolac P_K [6,33] and distribution volumeÃ”Ã¸Î© [11] are also shown to be S_T_U_D_Y-dependent (i.e.,Ã”Ã¸Î©higher in children compared to adults).",1
"s. 68 60 u!.8 8,130 9,347 tj5.0 h4 c.",0
"s., baily, j.w., et alet al (1999)(1999) serum P_K of antidepressants andserum P_K of antidepressants and 16 516 5 clinical implicationsclinical implications && this study found that the use of fluvoxamine, paroxetine and sertraline by nursingthis study found that the use of fluvoxamine, paroxetine and sertraline by nursing women produces minimal medication exposure to the infants.women produces minimal medication exposure to the infants. && the presence of V_E_R_B detectable serum P_K of medication was notthe presence of V_E_R_B detectable serum P_K of medication was not associated with adverse effects in the infants.associated with adverse effects in the infants. && P_G serum P_K and dosage of medication can be employed toP_G serum P_K and dosage of medication can be employed to estimate infant serum P_K.estimate infant serum P_K.",1
"s.r. *present address: department of anaesthesia, western infirmary, dumbarton road, glasgow gil 6nt.",0
"s.w.h.l.: clinical management of S_T_U_D_Y, data analysis, revising the paper and ?nal approval of paper.",0
safety all reported P_G adverse events were mild or moderate and transitory.,0
safety and eficacy of the treatment the efficacy and safety of the once daily dose regimen were satisfactor,0
safety assessments.,0
safety one woman with a history of nephrolithiasis prior to P_G developed pyelonephritis during week 34 of,0
safety study medications were well tolerated.,0
sample analysis.,0
sample collection a total of eight P_G S_T_U_D_Y S_T_U_D_Y in the P_G study.,0
"sample collection blood samples were S_T_U_D_Y at three time points: P_G (30Ã”Ã¸Î©36 weeks P_G), at delivery, a",0
sample collection.,0
sample preparation for ftc consisted of a solid-phase extraction.,0
sample preparation for tfv consisted of a liquidÃ”Ã¸Î©liquid extraction.,0
"samples for calculation of P_K were taken during the dosing interval of 12 h which is considerably V_E_R_B than the serum P_K of ltg, making our results for P_K somewhat uncertain.",1
samples from P_G and fetal circuits were taken and analyzed as described above.,0
samples of P_G (15 ml) were retained analytes were separated on a beckman ultrasphera octyl c8 column (5 mm,0
samples of P_G and P_G were S_T_U_D_Y at time of delivery and vancomycin P_K assayed.,0
"samples of P_G, P_G, and af were obtained at the time of delivery.",0
samples S_T_U_D_Y from women S_T_U_D_Y in p1026s in the usa were assayed at the paediatric clinical pharma,0
samples were analysed by the laboratory of the department of pharmacy of the radboud university medical cen,0
samples were analyzed in duplicate.,0
"samples were centrifuged after equilibrating for 5 minutes, and 10 ml of clear supernatant injected on col",0
samples were eluted in 0Ã”Ã¸Î©05 m kh2po4 (ph 4Ã”Ã¸Î©0)/acetonitril (75 : 20 (l/l)) with 1Ã”Ã¸Î©5 ml/min.,0
samples were frozen and stored at -20#{176}cuntil assayed.,0
samples were obtained from each patient for periods that ranged from 0.95 h to 29.53 h.,1
samples were reconstituted in toluene rather than hexane.,0
samples were S_T_U_D_Y in a 6ml pink top k2 edta vacutainer blood collection tube.,0
samples were sealed in biohazard bags and stored at ?80Ã”Ã¸Î©c for future analysis.,0
samples were shipped in a polystyrene cooler with dry ice by express courier to anapharm laboratories (mon,0
samples were stored at ?80Ã”Ã¸Î©c until analysis.,0
samples were stored at ?80Ã”Ã¸Î©c until assay.,0
samples were then vortexed (20 seconds) and centrifuged at 8000g for 10 minutes.,0
"samples were usually drawn 11 to 16 hours after the last dose in patients 1, 3, 4, 5, 6, 7, and 8 and betw",0
"sampling of plasma, breast-P_G and urine we sampled P_G plasma and urine in the morning 12-15 hours after the last dose of fluoxetine.",1
"sampling times, through P_K, were recorded electronically when blood was withdrawn.",0
"sander *sein, epilepsy institute in the netherlands, zwolle, the netherlands; ydbg-department of medical g",0
santini-oliveira et al. 2888 aac.asm.org antimicrobial agents and chemotherapy adherent to the treatment e,0
"santini-oliveira et al. 2890 aac.asm.org antimicrobial agents and chemotherapy considering only the adherent S_T_U_D_Y, the P_K values were V_E_R_B for the lpv/r standard-dose arm (4.5, 4.3, and 6.1 ?g/ml in the second and third trimesters of P_G and P_G, respectively) than for nonpregnant adults (5.5 ?g/ml) (43), whereas the P_K values for the lpv/r V_E_R_B-dose arm (8.0, 7.0, and 9.2 ?g/ml, respectively) were V_E_R_B.",1
"sanz ej, de-las-cuevas c, kiuru a, bate a, edwards r (2005): selective serotonin reuptake inhibitors in P_",0
"sarto department of obstetrics and gynecology, school of medicine and public health, university of wiscons",0
"satin, md, wilford hall medical center/pso, 2200 bergquist dr., suite 1, lackland afb, tx 78236-5300. 6/1/",0
sc cind 70 388 d.,0
scatter plot and regression line showing the topiramate serum concentration/dose ratios of all samples (n _ 62) from all patients (n _ 14) at baseline and during P_G.,1
"sd), and did not differ significantly in nonpregnant patients.",0
sd).,0
"second, it is possible that an V_E_R_B in the oral P_K of tacrolimus may have occurred during P_G.",1
"second, the V_E_R_B in P_K/f with increasing P_G S_T_U_D_Y indicates the potential for dose requirements to V_E_R_B as P_G progresses independent of a worsening in the underlying pathophysiology.",1
"second, we describe center for epidemiologic studies depression scale (ces-d) scores during P_G.",1
"secondary end-points were the P_G and P_G P_G plasma P_K at delivery and the resulting ratio, the dose dependence of steady-state P_K, nifedipine in P_G and P_G P_G Ã”Ã¸Î© 2008 the authors journal compilation Ã”Ã¸Î© rcog 2008 bjog an international journal of obstetrics and P_G 481 and the relationship between the last dose-delivery interval and maternofetal P_K.",1
"secondary outcomes S_T_U_D_Y peak P_G and time to peak P_G, as well as time to onset and levels of uterine",0
"secondary P_K derived from post hoc bayesian estimates for P_G and nonP_G study S_T_U_D_Y (median ?iqr?) parameter value P_G (n ? 31) nonP_G (n ? 29) p value dur (h) 1.65 ?0.94Ã”Ã¸Î©2.34? 1.75 ?1.02Ã”Ã¸Î©2.38? nsa ka (h?1 ) 0.525 ?0.525Ã”Ã¸Î©0.525? 0.525 ?0.525Ã”Ã¸Î©0.525? ns vc/f (liters) 647 ?422Ã”Ã¸Î©995? 249 ?157Ã”Ã¸Î©363? ?0.001 vp1/f (liters) 3,620 ?2,747Ã”Ã¸Î©3,951? 2,909 ?2,296Ã”Ã¸Î©3,586? ns vp2/f (liters) 3,888 ?3,708Ã”Ã¸Î©4,104? 3,672 ?3,456Ã”Ã¸Î©3,888? 0.034 vss/f (liters) 8,355 ?7,460Ã”Ã¸Î©8,973? 6,875 ?6,115Ã”Ã¸Î©7,526? 0.002 it1/2? b (h) 0.88 ?0.57Ã”Ã¸Î©1.36? 0.39 ?0.24Ã”Ã¸Î©0.56? ?0.001 t1/2? b (h) 20.7 ?18.3Ã”Ã¸Î©22.8? 18.8 ?15.3Ã”Ã¸Î©21? ns t1/2? b (h) 78.2 ?74Ã”Ã¸Î©82.5? 77.1 ?71.5Ã”Ã¸Î©84.5? ns auc0Ã”Ã¸Î©? (?g h liter?1 ) 28,713 ?25,913Ã”Ã¸Î©32,942? 31,781 ?28,736Ã”Ã¸Î©38,012? ns a ns, not signi?cant. b t1/2?, t1/2?, and t1/2? are the ?rst-distribution, second-distribution, and terminal P_K P_K respectively.",1
secondary we describe center for epidemiologic studies depression scale (ces-d) scores during P_G.,1
"secondly, natural prostaglandin e is associated with numerous side effects because its actions are not spe",0
"secondly, the dose of pharmacologically active drug 11 demolis jl, angebaud p, grange jd, coates p, funck-",0
"secondtrim. 29thweek P_G therapeutic dosing regimen (1 mg/kg b.i.d) prophylactic dosing regimen (40 mg/day) postdelivery adjusted for weight V_E_R_B adjusted for basal weight unadjusted 34thweek 38thweek 2days 13days S_T_U_D_Y 4? computation of the peak value of anti-xa activity for three different doses of enoxaparin: prophylactic dosing regimen of 40?mg/day (long-segment broken lines), therapeutic dosing regimen of 1?mg/kg of body weight twice a day unadjusted to changes in enoxaparin pharmacokinetics during P_G (short-segment broken lines), and therapeutic dosing regimen of 1?mg/kg of body weight twice a day normalized for body weight during P_G (solid lines).these values were obtained using the population parameters.",1
segers; m.,0
"segers), epilepsy institute of the netherlands sein, heemstede, the netherlands; and dbg-department of med",0
seizure control in relation to free and total plasma P_K of carbamazepine (cbz) and phenytoin (pht) are re,0
seizure frequency before P_G was 2Ã”Ã¸Î©3 nocturnal partial seizures (cps) weekly at daily dosages of ltg accep,0
seizures aggravated between weeks 12 and 28 in eight P_G and in week 40 in P_G a2.,0
"selection between competing models was based on (i) the akaike information criterion (aic) (21), computed",0
sellsc'dand julie a.,0
sensitivity of the assay was 1.5 pg/ml.,0
sensitivity of the method was 0Ã”Ã¸Î©27 mg ? l.,0
separate standards are not provided for amoxicillin.26 the percentage of the dosing interval required to ma,0
"separate, paired-samples student's t-tests were used to compare the mean tpm c/d-ratiosineachtrimesterwith",0
september 1995 am j obstet gynecol fig. 4. z 5 150 e subiect number u g 100 --d-z +3 2 ---o-4 ! -7 w 50 *a,0
serial blood and urine samples were S_T_U_D_Y over one steady-state dosing interval in women treated with m,0
"serial P_G pressure assessment, continuous fetal monitoring, intravenous fluid bolus, and a combination of",0
serial P_G samples (0Ã”Ã¸Î©24 h) and P_G blood and amniotic ?uid samples were S_T_U_D_Y for the quantitation of metoprolol and its metabolite stereoisomers using lc-ms/ms or ?uorescence detection.,1
"sertraline and/or its metabolites, the underlying infant dose was calculated by two di?erent methods.",0
sertraline in breastvalues of 0.45% [5] and 0.3Ã”Ã¸Î©2.6% [6] (both calculated by P_G and nursing infants.,0
"sertraline infant n-desmethylsertraline infant infant dose as % P_G dose plasma infant dose as % P_G dose plasma volunteer method a1 method b2 (mg l?1 ) method a1 method b2 (mg l?1 ) 1 0.414 0.511 3 ns 0.634 0.729 3 ns 2 0.387 0.654 3 ns 0.555 0.955 3 ns 3 0.093 1.022 3 ns 0.117 1.529 3 ns 4 0.339 0.889 <5 0.590 1.574 <5 5 0.046 1.175 3 ns 0.059 1.520 3 ns 6 0.148 0.699 <5 0.195 0.865 <5 7 0.096 1.165 <5 0.112 1.436 <5 8 0.077 1.120 <5 0.126 1.968 <5 meanÃ”Ã¸Î©s.e.mean 0.20Ã”Ã¸Î©0.05 0.90Ã”Ã¸Î©0.09 0.30Ã”Ã¸Î©0.09 1.32Ã”Ã¸Î©0.15 1 infant dose, (cumulative dose over 24 h in mg/(infant body wt in kg_1000)/motherÃ”Ã¸Î©s dose in mg kg?1 )) as a %. 2 infant dose, (average P_G concentration in mg l?1 * 0.15 l kg?1 day?1 1000)/motherÃ”Ã¸Î©s dose in mg kg?1 ) as a %. 3 ns, no sample. in vitro and is inactive in animal models of depression and prolactin secretion is also mediated by serotonin, with raised serum prolactin levels reported in some patients treated withother in vivo tests [10].",1
"sertraline is a derivative of naphthylamine experimental design, the present study measured P_K ratios and",0
sertraline n-desmethylsertraline P_G dose auc1 plasma auc1 P_G auc1 plasma auc1 P_G volunteer (mg kg?1 ) (mg l?1 h) (mg l?1 h) P_K (mg l?1 h) (mg l?1 h) P_K 1 0.833 588 670 1.14 1524 920 0.60 2 0.847 377 860 2.28 684 1205 1.76 3 0.649 588 1002 1.70 888 144 1.62 4 3.333 2209 4640 2.10 3853 7897 2.05 5 0.476 583 858 1.47 484 1066 2.20 6 0.926 398 1014 2.55 577 1206 2.09 7 0.602 499 1084 2.17 974 1283 1.32 8 0.769 648 1323 2.04 1533 2255 1.47 meanÃ”Ã¸Î©s.e.mean 1.05Ã”Ã¸Î©0.33 736Ã”Ã¸Î©213 1431Ã”Ã¸Î©463 1.93Ã”Ã¸Î©0.16 1315Ã”Ã¸Î©389 1997Ã”Ã¸Î©867 1.64Ã”Ã¸Î©0.19 1 note that auc values are not dose corrected.,1
serum albumin was measured in our patients at each study time point.,0
serum amoxicillin analysis.,0
"serum amoxicillin concentration was computed as q(t)/(v/f), where v/f was the volume of distribution corre",0
"serum and P_G P_K of fluoxetine and norfluoxetine in 20 pairs of mothers and nursing infants pair P_G medication dose (mg/day) P_G S_T_U_D_Y P_G exposure infantÃ”Ã¸Î©s S_T_U_D_Y at time treatment was started infantÃ”Ã¸Î©s S_T_U_D_Y at serum sampling percent breast-feeding (vs. formula) infantÃ”Ã¸Î©s weight (kg) P_G serum fluoxetine (ng/ml) P_G serum norfluoxetine (ng/ml) 1 10 39 wks 0Ã”Ã¸Î©12 4 days 6 100 5.7 21 43 2 10 41 0 at birth 31 80 8.2 39 43 3 15 41 entire P_G prenatal 12 100 6.1 47 90 4 20 40 wks 0Ã”Ã¸Î©6, 25Ã”Ã¸Î©36 prenatal 6 100 4.6 242 152 5 20 38 wk 8Ã”Ã¸Î©delivery prenatal 6 100 4.5 94 236 6 20 40 entire P_G prenatal 11 100 6.1 53 47 7 20 35.5 entire P_G prenatal 13 75 6.4 28 63 8 20 40 wks 4Ã”Ã¸Î©delivery prenatal 22 100 6.6 70 222 9 30 39 entire P_G prenatal 7 100 4.6 220 224 10 40 41 entire P_G prenatal 5 100 5.5 112 88 11 40 40 wks 0Ã”Ã¸Î©2; 10Ã”Ã¸Î©delivery prenatal 6 100 3.5 506 674 12 40 35 entire P_G prenatal 7 100 5.2 283 352 13 40 39 entire P_G prenatal 8 100 5.8 217 377 14 40 40 wks 12Ã”Ã¸Î©delivery prenatal 7 100 4.5 426 298 15 40 41 wks 20Ã”Ã¸Î©delivery prenatal 15 100 5.8 22 225 16a 40 38 entire P_G prenatal 16 100 5 178 290 17a 40 38 entire P_G prenatal 16 100 6.4 178 290 18 40 40 wks 1Ã”Ã¸Î©16; 20Ã”Ã¸Î©40 prenatal 16 100 6.4 270 610 19 40 39 wks 36Ã”Ã¸Î©delivery prenatal 34 75 8.8 385 220 20 60 37 wks 14Ã”Ã¸Î©delivery prenatal 10 100 5.3 b b a twins. b not obtained. 776 v.",1
"serum and P_G samples wereÃ”Ã¸Î©obtained simultaneously at two, four, six, nine, 12, and 24 hours after dosage",0
serum concentration and exposure (P_K) were highly correlated with uterine tone and activity.,1
"serum misoprostol acid concentration was measured at 15 and 30 minutes, then every 30 minutes by gas chrom",0
serum misoprostol acid levels in the rectal group peaked earlier then V_E_R_B more rapidly than the other three groups.,1
serum S_T_U_D_Y isgreater than 90%.,1
serum samples were analyzed for cefoperazone content by V_E_R_B-pressure liquid chromatography.,0
"serum scopolamine P_K (mean f.s.d.) in group 2, 0.01 mg/kg scopolamine intramuscularly (0-0,n=4), and in g",0
"serum was 250 international clinical psychopharmacology 2015, vol 30 no 5 copyright r 2015 wolters kluwer",0
serumof 2 weeks following delivery.,0
setting department of obstetrics at the zurich university hospital.,0
setting: a tertiary teaching hospital.,0
"seven cases satisfied the criteria for a one-compartment pharmacokinetic model, eight for a two-compartment model and one for a three compartment model.",1
seven of 15 women had ritonavir P_K lags P_G.,0
seven of the women were maintained recovery of sertraline or n-desmethylsertraline and desipramine that may occur when P_G samples having di?eringon a single daily oral dose of 50 mg sertraline whilst the eighth was taking 200 mg sertraline once daily.,1
seven P_G S_T_U_D_Y oxytocin for P_G induction and three for spontaneous rupture of membranes at term without contractions.,1
seven P_G women treated with clindamycin were S_T_U_D_Y.,1
seven patients were S_T_U_D_Y from the pharmacokinetic dataset as a result of incomplete drug administratio,0
"seven plasma samples were drawn at the P_G, P_G, and P_G pharmacokinetic evaluation visits, including pre-",0
seven S_T_U_D_Y were S_T_U_D_Y from full pharmacokinetic analysis due to deviations from the study protocol,0
seventeen P_G hiv? women and 16 P_G hiv+ women S_T_U_D_Y a dose of 1500 mg of sulfadoxine and 75 mg of pyri,0
seventeenmedications of any category.,0
seventy of the cases (41 cbz and 29 pht) S_T_U_D_Y monotherapy.,1
seventy-one (54%) women continued to take the drug throughout P_G.,1
"seventy-two hours after the caesarean section the P_G concentration exceeded 0.5 ,ug/ml in only one woman.",1
several clinical studies have reported the possibility of substituting the usual two or three daily admini,0
several obstetric practice questions arise after insert removal.,0
"several of the P_K were in the range of values reported for nonpregnant patients after a 500 mg oral dose of metronidazole (eg, P_K: 9.8Ã”Ã¸Î©13 ?g/ml), P_K: 0.25Ã”Ã¸Î©4 hours, urinary excretion: 6Ã”Ã¸Î© 18%).",1
"several of the ssris are chiral compounds, but only ?uoxetine is marketed as a racemate.",0
"several physiologic alterations during P_G can V_E_R_B drug P_K, including an V_E_R_B in endogenous steroids, which can directly V_E_R_B hepatic enzyme activity.3,4 the different routes of metabolism for the individual aed are likely a major factor in the decreases in P_K that occur during the course of P_G.",1
several population pharmacokinetic models of lopinavir in hiv-infected adults have been published.,0
"several randomized, controlled clinical trials have demonstrated a signi?cant reduction of neonatal sepsis",0
several recent reportswhile breast-feeding.,0
several studies have recently shown that metformin pharmacokinetics are dependent in part on oct2 genotype,0
"several studies have reported on the successful use in P_G of different lmwhs (6-9), however, the data on",0
"several studies have shown that ltg P_K may V_E_R_B by 65Ã”Ã¸Î©230% during P_G (tomson et al., 1997; ohman et al., 2000; tran et al., 2002; de haan et al., 2004; pennell et al., 2004; petrenaite et al., 2005).",1
several V_E_R_B dose bup pharmacokinetic studies evaluated liquid and tablet formulation bioequivalence7Ã”Ã¸Î©1,0
"several years ago, a case report described a breast-fed infant who developed colic and sleep disturbance purportedly in association with P_G use of fluoxetine 20 mg/day (lester et al 1993).",1
severe anaemia (due to haemorrhagic delivery) was reported for one subject; she recovered and this adverse,0
severe cutaneous reactions were not observed among S_T_U_D_Y.,0
she delivered at 38 weeks.,0
she delivered before we could repeat P_G pharmacokinetic sampling.,0
she delivered uneventfully a live baby.,0
she discontinued antiretroviral drugs after delivery due to poor tolerability; P_G pharmacokinetic data wer,0
she stopped medication three months prior to becoming P_G for the second time.,0
she V_E_R_B lopinavir exposure during P_G stek et al. 1935 S_T_U_D_Y 2.,0
"she was adherent to her regimen of zidovudine, lamivudine and lopinavir/ritonavir.",0
she was also reported as always having been hyperactive.,0
shearer.,0
"shen, mary f.",0
"shen,1,3 connie l.",0
shortcomings in study designs explain these discrepancies.,0
siafas.,0
signi?cant differences between groups were evaluated using the tukey test (p ? 0.05) using r software (vers,0
significancewas set at ol of 0.05 and 1-p of 0.8.,0
significant anemia (hemoglobin <10?g/_dl) was more common among the P_G women than among the patients with,0
significant differences in median P_K estimates in the women shortly following cesarean tableÃ”Ã¸Î©1.,1
"siiteri, ph.d.",0
silberschmidt et al. 482 Ã”Ã¸Î© 2008 the authors journal compilation Ã”Ã¸Î© rcog 2008 bjog an international journal,0
"simhan, md, ms1,6, harold c.",0
similar adjustments indicated that the P_K for sotalol was not V_E_R_B P_G.,1
"similar changes in these pharmacokinetic values have been described for pethidine (a V_E_R_B extraction ratio drug) given to patients in labour and these were attributed to alterations in cardiovascular function.8 midazolam, since it is V_E_R_Bly S_T_U_D_Y, will be markedly affected by alterations in plasma S_T_U_D_Y.",1
similar doses of vaginal misoprostol also gave long-lasting and continuously increasing uterine contractil,0
"similar results after oral administration only have recently been reported by smith et al. (1983b), althou",0
